data,Disease
chills  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
chills  fatigue  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
chills  fatigue  cough  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
chills  fatigue  cough  highfever  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
chills  fatigue  cough  highfever  breathlessness  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
chills  fatigue  cough  highfever  breathlessness  sweating  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  bloodystool,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
vomiting  breathlessness  sweating  chestpain,Heart attack
breathlessness  sweating  chestpain,Heart attack
vomiting  sweating  chestpain,Heart attack
vomiting  breathlessness  chestpain,Heart attack
vomiting  breathlessness  sweating,Heart attack
vomiting  breathlessness  sweating  chestpain,Heart attack
breathlessness  sweating  chestpain,Heart attack
vomiting  sweating  chestpain,Heart attack
vomiting  breathlessness  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  cramps  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  cramps  bruising  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  cramps  bruising  obesity  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  cramps  bruising  obesity  swollenlegs  prominentveinsoncalf,Varicose veins
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels,Varicose veins
fatigue  cramps  bruising  obesity  swollenlegs  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  coldhandsandfeets  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  coldhandsandfeets  moodswings  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  restlessness  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  restlessness  sweating  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  sweating  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  sweating  headache  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
vomiting  fatigue  anxiety  sweating  headache  nausea  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  neckpain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  neckpain  kneepain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  neckpain  kneepain  hipjointpain  painfulwalking,Osteoarthristis
jointpain  neckpain  kneepain  hipjointpain  swellingjoints,Osteoarthristis
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
muscleweakness  swellingjoints  movementstiffness  painfulwalking,Arthritis
muscleweakness  stiffneck  movementstiffness  painfulwalking,Arthritis
muscleweakness  stiffneck  swellingjoints  painfulwalking,Arthritis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
muscleweakness  stiffneck  swellingjoints  movementstiffness,Arthritis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  spinningmovements  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  spinningmovements  lossofbalance,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
vomiting  headache  nausea  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
skinrash  pusfilledpimples  blackheads  scurring,Acne
pusfilledpimples  blackheads  scurring,Acne
skinrash  blackheads  scurring,Acne
skinrash  pusfilledpimples  scurring,Acne
skinrash  pusfilledpimples  blackheads,Acne
skinrash  pusfilledpimples  blackheads  scurring,Acne
skinrash  pusfilledpimples  blackheads,Acne
skinrash  pusfilledpimples  scurring,Acne
skinrash  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
burningmicturition  foulsmellofurine  continuousfeelofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  continuousfeelofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  foulsmellofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  continuousfeelofurine,Urinary tract infection
bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
burningmicturition  bladderdiscomfort  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  jointpain  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  jointpain  skinpeeling  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  jointpain  skinpeeling  silverlikedusting  inflammatorynails,Psoriasis
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails,Psoriasis
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  blister  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  blister  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  highfever  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  highfever  blister  yellowcrustooze,Impetigo
skinrash  highfever  blister  redsorearoundnose,Impetigo
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
skinrash  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
skinrash  nodalskineruptions  dischromicpatches,Fungal infection
itching  nodalskineruptions  dischromicpatches,Fungal infection
itching  skinrash  dischromicpatches,Fungal infection
itching  skinrash  nodalskineruptions,Fungal infection
skinrash  nodalskineruptions  dischromicpatches,Fungal infection
itching  nodalskineruptions  dischromicpatches,Fungal infection
itching  skinrash  dischromicpatches,Fungal infection
itching  skinrash  nodalskineruptions,Fungal infection
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
shivering  chills  wateringfromeyes,Allergy
continuoussneezing  chills  wateringfromeyes,Allergy
continuoussneezing  shivering  wateringfromeyes,Allergy
continuoussneezing  shivering  chills,Allergy
shivering  chills  wateringfromeyes,Allergy
continuoussneezing  chills  wateringfromeyes,Allergy
continuoussneezing  shivering  wateringfromeyes,Allergy
continuoussneezing  shivering  chills,Allergy
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
stomachpain  ulcersontongue  vomiting  cough  chestpain,GERD
